path,label,split
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/107147.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy716.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/106737.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104749.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100605.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H101529.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/101331.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190420_194941.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104300.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/H_489.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/110131.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy1197.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104279.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD103722.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/100265.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/107094.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_5500.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy298.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/107274.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast (193).jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/bacterial_leaf_blight101.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101551.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT5_054.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104115.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast411.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104078.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_3169.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/IMG_20190424_133836.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101078.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/102452.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brownspot_orig_041.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104926.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103706.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103613.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/106761.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104948.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190419_174005.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/Healthy_rice_leaf (141).jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103747.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104798.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101057.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101794.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD105763.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD105248.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT5_141.JPG,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/BROWNSPOT1_047.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103646.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100918.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/103763.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103978.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/IMG_20190419_161244.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/Healthy_rice_leaf (66).jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD107595.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/H_84.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast1100.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/105203.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy1457.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/102457.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/106402.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/bacterial_leaf_blight952.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy636.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100241.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/BS_317.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/BLAST9_072.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD106448.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast320.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_5482.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/105826.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100594.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/110197.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103882.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100484.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/H_349.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/brown_spot872.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy981.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/B101675.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104157.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H103682.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104635.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD101879.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/BS_420.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/100642.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190419_141035.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/102272.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104660.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100468.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD103334.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/brown_spot/PD101095.jpg,brown_spot,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/blight-_0_4520.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/H_415.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H100431.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_20190419_170824.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast1761.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/IMG_2985.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy249.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/leaf_blast1344.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/Healthy_rice_leaf (136).jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/H104570.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/Healthy_rice_leaf (177).jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/105781.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/107259.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/108223.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT3_221.jpg,bacterial_leaf_blight,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy805.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/109005.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/H_443.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/103028.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/102005.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/leaf_blast/H101253.jpg,leaf_blast,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/healthy1184.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/healthy/106333.jpg,healthy,train
/home/tontide1/coding/deep_learning/DL/Paddy-Disease-Classification-final/data/bacterial_leaf_blight/BACTERAILBLIGHT5_014.jpg,bacterial_leaf_blight,train
